ENSG00000067533	0.05
ENSG00000092969	0.05
ENSG00000197756	0.05
ENSG00000138375	0.05
ENSG00000115457	0.05
ENSG00000115461	0.05
ENSG00000118245	0.05
ENSG00000079246	0.05
ENSG00000115425	0.05
ENSG00000163993	0.05
ENSG00000186222	0.05
ENSG00000179010	0.05
ENSG00000013288	0.05
ENSG00000074211	0.05
ENSG00000132405	0.05
ENSG00000173011	0.05
ENSG00000109519	0.05
ENSG00000109501	0.05
ENSG00000072832	0.05
ENSG00000072840	0.05
ENSG00000173040	0.05
ENSG00000109255	0.05
ENSG00000163440	0.05
ENSG00000090989	0.05
ENSG00000134852	0.05
ENSG00000174799	0.05
ENSG00000128039	0.05
ENSG00000128052	0.05
ENSG00000157426	0.05
ENSG00000128059	0.05
ENSG00000128050	0.05
ENSG00000196503	0.05
ENSG00000171476	0.05
ENSG00000157404	0.05
ENSG00000178403	0.05
ENSG00000174720	0.05
ENSG00000145362	0.05
ENSG00000185149	0.05
ENSG00000164114	0.05
ENSG00000121207	0.05
ENSG00000164116	0.05
ENSG00000061918	0.05
ENSG00000171557	0.05
ENSG00000256394	0.05
ENSG00000171564	0.05
ENSG00000171566	0.05
ENSG00000151790	0.05
ENSG00000256043	0.05
ENSG00000157168	0.05
ENSG00000198042	0.05
ENSG00000129696	0.05
ENSG00000158169	0.05
ENSG00000148120	0.05
ENSG00000185920	0.05
ENSG00000165140	0.05
ENSG00000130957	0.05
ENSG00000175787	0.05
ENSG00000148734	0.05
ENSG00000180817	0.05
ENSG00000079332	0.05
ENSG00000156521	0.05
ENSG00000148730	0.05
ENSG00000042286	0.05
ENSG00000156574	0.05
ENSG00000099284	0.05
ENSG00000197467	0.05
ENSG00000180644	0.05
ENSG00000138316	0.05
ENSG00000166224	0.05
ENSG00000166228	0.05
ENSG00000122859	0.05
ENSG00000075073	0.05
ENSG00000156515	0.05
ENSG00000107731	0.05
ENSG00000185238	0.05
ENSG00000185551	0.05
ENSG00000205423	0.05
ENSG00000102935	0.05
ENSG00000121274	0.05
ENSG00000121281	0.05
ENSG00000166164	0.05
ENSG00000140807	0.05
ENSG00000167207	0.05
ENSG00000083799	0.05
