GBAP1	rs7366775
SMG5	rs138554234
IL6R	rs7366775
KCNN3	rs7366775
PBXIP1	rs7366775
EFNA3	rs7366775
ASH1L	rs7366775
MSTO1	rs72706172
SYT11	rs72706172
LMNA	rs138554234
IQGAP3	rs138554234
PRCC	rs138554234
LRRC71	rs138554234
UBAP2L	rs7366775
SNORA58B	rs7366775
HAX1	rs7366775
AQP10	rs7366775
ATP8B2	rs7366775
IL6R-AS1	rs7366775
SHE	rs7366775
TDRD10	rs7366775
UBE2Q1	rs7366775
UBE2Q1-AS1	rs7366775
CHRNB2	rs7366775
ADAR	rs7366775
PMVK	rs7366775
PYGO2	rs7366775
LOC101928120	rs7366775
SHC1	rs7366775
CKS1B	rs7366775
MIR4258	rs7366775
FLAD1	rs7366775
LENEP	rs7366775
ZBTB7B	rs7366775
DCST2	rs7366775
DCST1	rs7366775
DCST1-AS1	rs7366775
ADAM15	rs7366775
EFNA4	rs7366775
EFNA1	rs7366775
SLC50A1	rs7366775
DPM3	rs7366775
KRTCAP2	rs7366775
TRIM46	rs7366775
MUC1	rs7366775
MIR92B	rs7366775
THBS3	rs7366775
MTX1	rs7366775
GBA	rs7366775
FAM189B	rs7366775
SCAMP3	rs7366775
CLK2	rs7366775
HCN3	rs7366775
PKLR	rs7366775
FDPS	rs7366775
RUSC1-AS1	rs7366775
RUSC1	rs7366775
MIR555	rs7366775
POU5F1P4	rs7366775
ASH1L-AS1	rs72706172
YY1AP1	rs72706172
SCARNA26A	rs72706172
DAP3	rs72706172
MSTO2P	rs72706172
GON4L	rs72706172
SCARNA26B	rs72706172
RIT1	rs72706172
KHDC4	rs72706172
SNORA80E	rs72706172
SCARNA4	rs72706172
RXFP4	rs72706172
ARHGEF2	rs72706172
MIR6738	rs72706172
SSR2	rs138554234
UBQLN4	rs138554234
LAMTOR2	rs138554234
RAB25	rs138554234
MEX3A	rs138554234
SEMA4A	rs138554234
SLC25A44	rs138554234
PMF1	rs138554234
PMF1-BGLAP	rs138554234
BGLAP	rs138554234
PAQR6	rs138554234
TMEM79	rs138554234
GLMP	rs138554234
VHLL	rs138554234
CCT3	rs138554234
TSACC	rs138554234
RHBG	rs138554234
C1orf61	rs138554234
MIR9-1	rs138554234
MEF2D	rs138554234
TTC24	rs138554234
NAXE	rs138554234
GPATCH4	rs138554234
LOC101928177	rs138554234
HAPLN2	rs138554234
BCAN	rs138554234
NES	rs138554234
CRABP2	rs138554234
ISG20L2	rs138554234
RRNAD1	rs138554234
MRPL24	rs138554234
HDGF	rs138554234
SH2D2A	rs138554234
NTRK1	rs138554234
INSRR	rs138554234
PEAR1	rs138554234
ARHGEF11	rs138554234
MIR765	rs138554234
ETV3L	rs138554234
ETV3	rs138554234
CYCSP52	rs138554234
DYNC2LI1	rs12471190
ABCG5	rs12471190
SLC8A1-AS1	rs10202299
SLC8A1	rs10202299
EML4	rs12471190
MTA3	rs12471190
THADA	rs12471190
PLEKHH2	rs12471190
LRPPRC	rs12471190
LINC01913	rs10202299
LINC01914	rs10202299
C2orf91	rs10202299
PKDCC	rs12471190
EML4-AS1	rs12471190
COX7A2L	rs12471190
KCNG3	rs12471190
OXER1	rs12471190
HAAO	rs12471190
LINC01819	rs12471190
LINC02580	rs12471190
ZFP36L2	rs12471190
LINC01126	rs12471190
C1GALT1C1L	rs12471190
ABCG8	rs12471190
THUMPD3-AS1	rs2544001
ATP2B2	rs2544001
SRGAP3	rs2544001
LHFPL4	rs2544001
MTMR14	rs2544001
TADA3	rs2544001
IL17RC	rs2544001
FANCD2	rs2544001
IRAK2	rs2544001
SEC13	rs2544001
SLC6A11	rs2544001
HRH1	rs2544001
SRGAP3-AS4	rs2544001
THUMPD3	rs2544001
SETD5	rs2544001
CPNE9	rs2544001
BRPF1	rs2544001
OGG1	rs2544001
CAMK1	rs2544001
ARPC4	rs2544001
ARPC4-TTLL3	rs2544001
TTLL3	rs2544001
RPUSD3	rs2544001
