SGIP1	rs4655617
AGBL4	rs3176466
PRUNE1	rs145904381
ICMT	rs12741141
CAMTA1	rs12741141
LOC105378614	rs10916784
PINK1	rs10916784
PINK1-AS	rs10916784
STMN1	rs6685701
NUDC	rs111824905
EYA3	rs10915188
EPB41	rs10915188
MACF1	rs61779275
FAF1	rs3176466
USP1	rs2269247
ITGB3BP	rs2269247
CACHD1	rs10889560
LEPR	rs10889560
NEGR1	rs2613503
KCNA2	rs197379
RAP1A	rs197379
WDR3	rs41276588
NOTCH2	rs1493694
OTUD7B	rs72692805
TPM3	rs1194606
GBAP1	rs3020781
SMG5	rs3020781
DNM3	rs4916253
TNFSF18	rs4916253
BRINP2	rs545608
RASAL2	rs545608
PPP1R12B	rs567185
SRGAP2	rs2336938
EPRS1	rs2820444
TRIM11	rs348330
NUP133	rs348330
LYST	rs10737818
NPHP4	rs12741141
KCNAB2	rs12741141
ACOT7	rs12741141
PLEKHG5	rs12741141
KIF1B	rs4845987
PEX14	rs4845987
CASZ1	rs4845987
C1orf127	rs4845987
EXOSC10	rs4845987
MTOR	rs4845987
AGTRAP	rs4845987
MFN2	rs4845987
TNFRSF8	rs4845987
UBR4	rs10916784
CAPZB	rs10916784
TMCO4	rs10916784
LINC01141	rs10916784
HP1BP3	rs10916784
EIF4G3	rs10916784
RHCE	rs6685701
MACO1	rs6685701
MAN1C1	rs6685701
SH3BGRL3	rs6685701
LIN28A	rs6685701
RPS6KA1	rs6685701
TMEM222	rs111824905
WASF2	rs111824905
AHDC1	rs111824905
PHACTR4	rs10915188
SNHG3	rs10915188
RCC1	rs10915188
TAF12	rs10915188
SRSF4	rs10915188
PTPRU	rs10915188
INPP5B	rs61779275
RRAGC	rs61779275
BMP8A	rs61779275
BMP8B	rs61779275
ELAVL4	rs3176466
TTC39A	rs3176466
EPS15	rs3176466
KANK4	rs2269247
DOCK7	rs2269247
ATG4C	rs2269247
LINC00466	rs2269247
PGM1	rs2269247
ROR1	rs2269247
RAVER2	rs10889560
JAK1	rs10889560
AK4	rs10889560
DNAJC6	rs10889560
PDE4B	rs4655617
TCTEX1D1	rs4655617
WDR78	rs4655617
