DBT	rs7534220
PRKCZ	rs117105675
PRDM16	rs117105675
ST6GALNAC3	rs71658797
PIGK	rs71658797
GBAP1	rs116480793
SMG5	rs116480793
SKI	rs117105675
TNFRSF14	rs117105675
TTC34	rs117105675
MEGF6	rs117105675
CCDC27	rs117105675
DFFB	rs117105675
ST6GALNAC5	rs71658797
AK5	rs34517439
ZZZ3	rs17391694
MIGA1	rs17391694
NEXN	rs6700362
GIPC2	rs6700362
MGC27382	rs6700362
ADGRL4	rs6700362
LOC100129620	rs7534220
PLPPR4	rs7534220
PALMD	rs7534220
MFSD14A	rs7534220
CDC14A	rs7534220
VCAM1	rs7534220
ASH1L	rs116480793
MSTO1	rs116480793
SYT11	rs116480793
LMNA	rs116480793
IQGAP3	rs116480793
PRCC	rs116480793
LRRC71	rs116480793
KCNT2	rs114864108
PLD5	rs144503462
CEP170	rs10436951
SDCCAG8	rs10436951
AKT3	rs10436951
LINC02774	rs10436951
LOC105378591	rs117105675
PRKCZ-AS1	rs117105675
FAAP20	rs117105675
MORN1	rs117105675
LOC100129534	rs117105675
RER1	rs117105675
PEX10	rs117105675
PLCH2	rs117105675
PANK4	rs117105675
HES5	rs117105675
TNFRSF14-AS1	rs117105675
LOC100996583	rs117105675
PRXL2B	rs117105675
MMEL1	rs117105675
ACTRT2	rs117105675
PRDM16-DT	rs117105675
MIR4251	rs117105675
ARHGEF16	rs117105675
MIR551A	rs117105675
TPRG1L	rs117105675
WRAP73	rs117105675
TP73	rs117105675
TP73-AS1	rs117105675
SMIM1	rs117105675
LRRC47	rs117105675
CEP104	rs117105675
C1orf174	rs117105675
LINC01134	rs117105675
LINC02567	rs71658797
MIR7156	rs71658797
USP33	rs17391694
NEXN-AS1	rs6700362
FUBP1	rs6700362
DNAJB4	rs6700362
PTGFR	rs6700362
IFI44L	rs6700362
IFI44	rs6700362
PLPPR5	rs7534220
LINC01708	rs7534220
FRRS1	rs7534220
AGL	rs7534220
SLC35A3	rs7534220
SASS6	rs7534220
TRMT13	rs7534220
LRRC39	rs7534220
RTCA-AS1	rs7534220
RTCA	rs7534220
MIR553	rs7534220
GPR88	rs7534220
LINC01349	rs7534220
SLC50A1	rs116480793
DPM3	rs116480793
KRTCAP2	rs116480793
