PLSCR3	rs225132
CHEK2	rs225132
CYP4F3	rs225132
ZAR1L	rs225132
EFEMP2	rs225132
PSD3	rs225132
ADGRE2	rs225132
ADGRE5	rs225132
LINC01559	rs225132
LINC00624	rs225132
ZNF490	rs225132
VASP	rs225132
FAAH	rs1924553
STEAP3	rs1924553
TMEM69	rs1924553
MIR3925	rs1924553
NOL8	rs1924553
DPH1	rs1924553
PRG1	rs1924553
PEX13	rs1924553
ZNF205	rs1924553
TSSK6	rs1924553
GCDH	rs1924553
SLC10A4	rs1924553
LINC02561	rs1924553
FGF7	rs1924553
DRC7	rs1924553
NMT1	rs1924553
PAM16	rs1924553
MKNK1-AS1	rs1924553
RLN3	rs1924553
LINC00479	rs1924553
SNORD3F	rs1924553
MIR455	rs1924553
SKOR2	rs1924553
MASTL	rs1924553
LDLRAD4	rs1924553
LOC100507156	rs1924553
LINC00921	rs1924553
TNPO2	rs1924553
ADRA1B	rs1924553
ARL17A	rs1924553
SNCA	rs1924553
BICD2	rs1924553
OR1A1	rs1924553
LINC00857	rs1924553
SIPA1	rs1924553
MIR1231	rs1924553
NKX6-1	rs1924553
HIC1	rs140850326
NDUFAF8	rs140850326
TSC22D4	rs140850326
MIR548H4	rs140850326
RBL1	rs12134245
LOC101927789	rs12134245
MBIP	rs12134245
OR2H1	rs12134245
EVL	rs12134245
RANBP17	rs12134245
TRAP1	rs12134245
DBT	rs12134245
NLRP12	rs12134245
PPIF	rs12134245
ZNF311	rs12134245
MIR4644	rs12134245
CD247	rs612683
SNORD74B	rs612683
LOC401127	rs612683
LAYN	rs612683
ISL1	rs612683
SERINC1	rs612683
ITGA2B	rs612683
SPTY2D1OS	rs612683
MIR3606	rs612683
H2BC8	rs612683
RTL10	rs612683
OLMALINC	rs612683
CBLC	rs612683
ZNF408	rs612683
ARL4D	rs612683
HMGB2	rs612683
DAZAP1	rs612683
MIR3189	rs612683
PI16	rs612683
MIR6840	rs612683
TRIM8	rs612683
DUSP22	rs612683
MIR6781	rs707475
FGD6	rs707475
SNORA92	rs707475
CLDN15	rs707475
COIL	rs707475
TRIOBP	rs4233486
TMEM151A	rs4233486
LINC02198	rs4233486
LINC00653	rs4233486
ASB16-AS1	rs4233486
BBS2	rs4233486
LINC02116	rs4233486
LOC101928386	rs4233486
NCF4	rs4233486
CEP70	rs4233486
SMCR2	rs4233486
FOXO6	rs4233486
FAM53A	rs4233486
FAXC	rs4233486
EPB41L5	rs4233486
LINC01829	rs4233486
ZNF14	rs4233486
MIR548A3	rs4233486
MIR300	rs4233486
ZSCAN21	rs4233486
CYP4F8	rs4233486
LOC100288123	rs4233486
CD300LF	rs4233486
CLCNKB	rs4233486
PLPPR5	rs4233486
C1QL2	rs4233486
MEF2B	rs4233486
PGM3	rs4233486
RASAL2-AS1	rs4233486
ZNF883	rs4233486
TRARG1	rs4233486
POP5	rs4233486
PDIA3P1	rs4233486
LINC01019	rs113319441
PLXNA4	rs113319441
MGAT4FP	rs113319441
FNDC3A	rs113319441
FOXP1	rs113319441
ATAT1	rs113319441
C10orf95	rs113319441
SUGP2	rs113319441
LINC00595	rs113319441
HEYL	rs113319441
ERLIN2	rs113319441
LRRC39	rs113319441
TTLL12	rs113319441
NBPF1	rs113319441
RNF8	rs113319441
COPB2	rs113319441
LRP11	rs113319441
CKB	rs113319441
KCNJ1	rs113319441
PRM3	rs113319441
NINJ1	rs113319441
LOC102467080	rs144366570
LOC101927551	rs144366570
CIPC	rs144366570
MEG8	rs144366570
SLC25A37	rs144366570
ADAMTS17	rs144366570
C11orf21	rs144366570
MIR3921	rs144366570
MIR6888	rs144366570
ARHGAP24	rs144366570
CDKN2A-DT	rs144366570
LATS1	rs144366570
PRSS35	rs144366570
MED13L	rs144366570
LINC01315	rs144366570
FGF18	rs144366570
VASH1	rs144366570
TOLLIP-AS1	rs144366570
MIR4436B1	rs144366570
C6orf201	rs144366570
MIR8063	rs144366570
AP4B1-AS1	rs144366570
TRAK2	rs144366570
KIF11	rs144366570
FAM32A	rs144366570
STAT5B	rs144366570
TTLL5	rs144366570
SPAG1	rs144366570
GPANK1	rs1707302
SLC12A9	rs1707302
SPRYD7	rs1707302
OCM2	rs1707302
ADNP	rs1707302
ARL8B	rs1707302
ARHGAP27	rs1707302
MTRNR2L4	rs1707302
TMEM120A	rs1707302
SH3GL1P2	rs1707302
MFAP2	rs1707302
ARMH1	rs1707302
ZNF77	rs1707302
LOC401261	rs1707302
FCGR1CP	rs1707302
LOC102725254	rs1707302
LY6G6C	rs1707302
RBMS1	rs1707302
MIR6771	rs1707302
GTDC1	rs1707302
LY96	rs1707302
MTFP1	rs1707302
PRC1-AS1	rs1707302
CLVS2	rs1707302
CIRBP	rs1707302
ABCC10	rs1707302
NFKBIA	rs1707302
CLEC17A	rs1707302
