AGBL4	rs76818094
CCDC30	rs2819336
PTPRF	rs112984125
FAF1	rs76818094
ADGRL2	rs186203974
GNAI3	rs12038207
KCNA2	rs12038207
LYST	rs142677168
MTR	rs142229238
VPS13D	rs148969006
AADACL4	rs148969006
FOXJ3	rs2819336
RIMKLA	rs2819336
TMEM269	rs2819336
CFAP57	rs112984125
TIE1	rs112984125
SZT2	rs112984125
KDM4A-AS1	rs112984125
ST3GAL3	rs112984125
IPO13	rs112984125
ERI3	rs112984125
ERI3-IT1	rs112984125
ELAVL4	rs76818094
LINC01362	rs150340921
LINC01725	rs150340921
LOC101927560	rs150340921
TTLL7	rs150340921
STXBP3	rs12038207
GPSM2	rs12038207
WDR47	rs12038207
KIAA1324	rs12038207
MYBPHL	rs12038207
GSTM1	rs12038207
KCNC4	rs12038207
RBM15	rs12038207
RCSD1	rs78663305
MPC2	rs78663305
DCAF6	rs78663305
TIPRL	rs78663305
DPT	rs78663305
LINC00970	rs78663305
ATP1B1	rs78663305
NME7	rs78663305
BLZF1	rs78663305
ATP2B4	rs12133735
ZC3H11A	rs12133735
SOX13	rs12133735
PLEKHA6	rs12133735
LRRN2	rs12133735
NFASC	rs12133735
DSTYK	rs12133735
LEMD1	rs12133735
ARID4B	rs142677168
TBCE	rs142677168
B3GALNT2	rs142677168
GNG4	rs142677168
NID1	rs142677168
GPR137B	rs142677168
EDARADD	rs142229238
LGALS8	rs142229238
HEATR1	rs142229238
RYR2	rs142229238
SNORA59A	rs148969006
DHRS3	rs148969006
MIR6730	rs148969006
AADACL3	rs148969006
C1orf158	rs148969006
PRAMEF12	rs148969006
PRAMEF1	rs148969006
LINC01784	rs148969006
PRAMEF11	rs148969006
HNRNPCL1	rs148969006
PRAMEF2	rs148969006
PRAMEF4	rs148969006
PRAMEF10	rs148969006
PRAMEF7	rs148969006
PRAMEF6	rs148969006
PRAMEF18	rs148969006
PRAMEF34P	rs148969006
HNRNPCL2	rs148969006
PRAMEF36P	rs148969006
PRAMEF25	rs148969006
PRAMEF5	rs148969006
PRAMEF33	rs148969006
PRAMEF13	rs148969006
PRAMEF8	rs148969006
PRAMEF15	rs148969006
PRAMEF14	rs148969006
PRAMEF19	rs148969006
PRAMEF17	rs148969006
PRAMEF20	rs148969006
LRRC38	rs148969006
PDPN	rs148969006
PRDM2	rs148969006
GUCA2B	rs2819336
GUCA2A	rs2819336
ZMYND12	rs2819336
PPCS	rs2819336
PPIH	rs2819336
YBX1	rs2819336
CLDN19	rs2819336
P3H1	rs2819336
C1orf50	rs2819336
TMEM269-DT	rs2819336
SVBP	rs2819336
ERMAP	rs2819336
ZNF691	rs2819336
LOC339539	rs2819336
SLC2A1	rs2819336
SLC2A1-AS1	rs2819336
FAM183A	rs2819336
EBNA1BP2	rs112984125
MIR6733	rs112984125
TMEM125	rs112984125
C1orf210	rs112984125
MPL	rs112984125
CDC20	rs112984125
ELOVL1	rs112984125
MIR6734	rs112984125
MED8	rs112984125
SZT2-AS1	rs112984125
MIR6735	rs112984125
HYI	rs112984125
KDM4A	rs112984125
LOC101929592	rs112984125
MIR6079	rs112984125
ARTN	rs112984125
DPH2	rs112984125
ATP6V0B	rs112984125
B4GALT2	rs112984125
CCDC24	rs112984125
SLC6A9	rs112984125
KLF17	rs112984125
KLF18	rs112984125
DMAP1	rs112984125
BEND5	rs76818094
AGBL4-AS1	rs76818094
AGBL4-IT1	rs76818094
DMRTA2	rs76818094
LOC101927434	rs186203974
LINC01361	rs150340921
LINC01712	rs150340921
FNDC7	rs12038207
AKNAD1	rs12038207
SPATA42	rs12038207
CLCC1	rs12038207
TAF13	rs12038207
TMEM167B	rs12038207
SCARNA2	rs12038207
C1orf194	rs12038207
SARS1	rs12038207
CELSR2	rs12038207
PSRC1	rs12038207
SORT1	rs12038207
PSMA5	rs12038207
SYPL2	rs12038207
ATXN7L2	rs12038207
CYB561D1	rs12038207
AMIGO1	rs12038207
GPR61	rs12038207
MIR197	rs12038207
GNAT2	rs12038207
AMPD2	rs12038207
GSTM4	rs12038207
GSTM2	rs12038207
GSTM5	rs12038207
GSTM3	rs12038207
EPS8L3	rs12038207
CSF1	rs12038207
AHCYL1	rs12038207
STRIP1	rs12038207
ALX3	rs12038207
LINC01397	rs12038207
UBL4B	rs12038207
SLC6A17	rs12038207
LINC02586	rs12038207
RBM15-AS1	rs12038207
SLC16A4	rs12038207
LAMTOR5	rs12038207
LAMTOR5-AS1	rs12038207
PROK1	rs12038207
CYMP	rs12038207
CYMP-AS1	rs12038207
KCNA10	rs12038207
KCNA3	rs12038207
MPZL1	rs78663305
ADCY10	rs78663305
MIR1255B2	rs78663305
GPR161	rs78663305
SFT2D2	rs78663305
ANKRD36BP1	rs78663305
TBX19	rs78663305
MIR557	rs78663305
LOC100505918	rs78663305
LOC101928565	rs78663305
XCL2	rs78663305
XCL1	rs78663305
LINC00626	rs78663305
LOC101928596	rs78663305
CCDC181	rs78663305
SLC19A2	rs78663305
F5	rs78663305
SNORA77	rs12133735
LINC00260	rs12133735
LAX1	rs12133735
ZBED6	rs12133735
SNRPE	rs12133735
LINC00303	rs12133735
ETNK2	rs12133735
ERLNC1	rs12133735
REN	rs12133735
KISS1	rs12133735
GOLT1A	rs12133735
LINC00628	rs12133735
PPP1R15B	rs12133735
PIK3C2B	rs12133735
MDM4	rs12133735
CNTN2	rs12133735
TMEM81	rs12133735
RBBP5	rs12133735
TMCC2	rs12133735
NUAK2	rs12133735
