DBT	rs7534220
OR10J1	rs2808630
C1orf21	rs10911725
C1orf159	rs186507655
PRKCZ	rs186507655
PRDM16	rs117105675
LOC105378614	rs214346
CCDC30	rs113688544
PTPRF	rs113688544
GPBP1L1	rs1707302
ST6GALNAC3	rs71658797
PIGK	rs71658797
CLCA4	rs141319665
PKN2-AS1	rs12081674
LRRC8C	rs78359677
RHOC	rs5777156
PHTF1	rs5777156
TPM3	rs78062588
GBAP1	rs4971059
SMG5	rs116480793
FCGR2A	rs112233273
NEK7	rs75227923
LINC02789	rs75227923
HHAT	rs11119608
USH2A	rs76358930
ESRRG	rs76358930
RGS7	rs11810103
LINC01128	rs186507655
C1QTNF12	rs186507655
CDK11B	rs186507655
NADK	rs186507655
SKI	rs117105675
TNFRSF14	rs117105675
TTC34	rs117105675
MEGF6	rs9786961
CCDC27	rs9786961
DFFB	rs9786961
IGSF21	rs214346
PAX7	rs214346
IFFO2	rs214346
UBR4	rs214346
CAPZB	rs214346
TMCO4	rs214346
RLF	rs3754287
NFYC-AS1	rs3754287
KCNQ4	rs3754287
SCMH1	rs3754287
HIVEP3	rs3754287
FOXJ3	rs113688544
RIMKLA	rs113688544
TMEM269	rs113688544
CFAP57	rs113688544
TIE1	rs113688544
SZT2	rs113688544
KDM4A-AS1	rs113688544
ST3GAL3	rs113688544
IPO13	rs113688544
KIF2C	rs1707302
EIF2B3	rs1707302
ZSWIM5	rs1707302
TESK2	rs1707302
MAST2	rs1707302
PIK3R3	rs1707302
LOC110117498-PIK3R3	rs1707302
POMGNT1	rs1707302
MKNK1	rs1707302
ST6GALNAC5	rs71658797
AK5	rs34517439
ZZZ3	rs17391694
MIGA1	rs71641333
NEXN	rs71641333
GIPC2	rs6700362
MGC27382	rs34443463
ADGRL4	rs34443463
LINC01362	rs150340921
LINC01725	rs2911600
LOC101927560	rs2911600
TTLL7	rs2911600
PRKACB	rs2911600
SAMD13	rs2911600
LINC01461	rs2911600
LPAR3	rs2911600
MCOLN2	rs2911600
WDR63	rs2911600
COL24A1	rs141319665
CLCA2	rs141319665
CLCA4-AS1	rs141319665
HS2ST1	rs141319665
LINC02801	rs141319665
PKN2	rs12081674
KYAT3	rs12081674
GBP1	rs12081674
GBP4	rs12081674
LRRC8B	rs78359677
LRRC8D	rs78359677
LOC100129620	rs7534220
PLPPR4	rs7534220
PALMD	rs7534220
MFSD14A	rs7534220
CDC14A	rs7534220
VCAM1	rs7534220
KCND3	rs5777156
CTTNBP2NL	rs5777156
ST7L	rs5777156
LINC01356	rs5777156
LRIG2	rs5777156
MAGI3	rs5777156
AP4B1-AS1	rs5777156
CHTOP	rs78062588
GATAD2B	rs78062588
NUP210L	rs78062588
IL6R	rs78062588
KCNN3	rs77710113
PBXIP1	rs4971059
EFNA3	rs4971059
ASH1L	rs1057941
MSTO1	rs1057941
SYT11	rs116480793
LMNA	rs116480793
IQGAP3	rs116480793
PRCC	rs116480793
LRRC71	rs116480793
IFI16	rs2808630
FCRL6	rs2808630
IGSF9	rs2808630
KCNJ10	rs2369473
CASQ1	rs2369473
COPA	rs2369473
CD244	rs112233273
PFDN2	rs112233273
ATF6	rs112233273
RCSD1	rs78663305
MPC2	rs78663305
DCAF6	rs78663305
TIPRL	rs78663305
DPT	rs77045810
LINC00970	rs77045810
ATP1B1	rs77045810
NME7	rs77045810
BLZF1	rs77045810
EDEM3	rs10911725
NIBAN1	rs10911725
SWT1	rs10911725
HMCN1	rs10911725
ODR4	rs10911725
KCNT2	rs114864108
PTPRC	rs75227923
MIR181A1HG	rs75227923
LINC01222	rs75227923
NR5A2	rs116400211
CR1L	rs34763909
PLXNA2	rs34763909
HSD11B1-AS1	rs151066755
IRF6	rs11119608
SYT14	rs11119608
KCNH1	rs11119608
LPGAT1	rs10863899
INTS7	rs10863899
PPP2R5A	rs10863899
GPATCH2	rs76358930
SPATA17	rs76358930
RRP15	rs76358930
KMO	rs11810103
WDR64	rs11810103
PLD5	rs11810103
CEP170	rs10436951
SDCCAG8	rs10436951
AKT3	rs10436951
LINC02774	rs10436951
OR4F29	rs186507655
LOC101928626	rs186507655
MIR12136	rs186507655
OR4F16	rs186507655
LOC100133331	rs186507655
LOC100288069	rs186507655
FAM87B	rs186507655
LINC00115	rs186507655
FAM41C	rs186507655
LINC02593	rs186507655
SAMD11	rs186507655
NOC2L	rs186507655
KLHL17	rs186507655
PLEKHN1	rs186507655
PERM1	rs186507655
HES4	rs186507655
ISG15	rs186507655
AGRN	rs186507655
LOC100288175	rs186507655
RNF223	rs186507655
LINC01342	rs186507655
MIR200B	rs186507655
MIR200A	rs186507655
MIR429	rs186507655
TTLL10	rs186507655
TNFRSF18	rs186507655
TNFRSF4	rs186507655
SDF4	rs186507655
B3GALT6	rs186507655
UBE2J2	rs186507655
SCNN1D	rs186507655
ACAP3	rs186507655
MIR6726	rs186507655
SNORD167	rs186507655
PUSL1	rs186507655
INTS11	rs186507655
MIR6727	rs186507655
CPTP	rs186507655
TAS1R3	rs186507655
DVL1	rs186507655
MIR6808	rs186507655
MXRA8	rs186507655
AURKAIP1	rs186507655
CCNL2	rs186507655
