USP48	rs2807367
EPHB2	rs34963268
TCEANC2	rs12143541
USP24	rs12143541
LRRC7	rs3124454
GNAI3	rs6660031
DNM3	rs5028523
TNFSF18	rs5028523
RGSL1	rs8179460
SMG7	rs8179460
PPP1R12B	rs12137232
RGS7	rs2078095
KIF26B	rs201395236
SMYD3	rs201395236
EIF4G3	rs2807367
ECE1	rs2807367
ALPL	rs2807367
LDLRAD2	rs2807367
HSPG2	rs2807367
CDC42	rs34963268
ZBTB40	rs34963268
GRIK3	rs61776719
SNIP1	rs61776719
YRDC	rs61776719
INPP5B	rs61776719
LRP8	rs12143541
GLIS1	rs12143541
NDC1	rs12143541
HSPB11	rs12143541
CYB5RL	rs12143541
SSBP3	rs12143541
ACOT11	rs12143541
MROH7-TTC4	rs12143541
LINC01707	rs3124454
PIN1P1	rs3124454
LRRC40	rs3124454
ANKRD13C	rs3124454
PTGER3	rs3124454
ZRANB2-AS2	rs3124454
STXBP3	rs6660031
GPSM2	rs6660031
WDR47	rs6660031
KIAA1324	rs6660031
MYBPHL	rs6660031
GSTM1	rs6660031
KCNC4	rs6660031
LOC100506023	rs5028523
LOC101928673	rs5028523
SLC9C2	rs5028523
DARS2	rs5028523
LINC01344	rs8179460
DHX9	rs8179460
LAMC1	rs8179460
LAMC1-AS1	rs8179460
NMNAT2	rs8179460
RGL1	rs8179460
TSEN15	rs8179460
MROH3P	rs12137232
CACNA1S	rs12137232
IGFN1	rs12137232
CSRP1	rs12137232
NAV1	rs12137232
IPO9-AS1	rs12137232
IPO9	rs12137232
ELF3	rs12137232
ARL8A	rs12137232
LGR6	rs12137232
SYT2	rs12137232
KDM5B	rs12137232
PLEKHA6	rs12078075
LRRN2	rs12078075
NFASC	rs12078075
DSTYK	rs12078075
LEMD1	rs12078075
MTARC1	rs6691170
DUSP10	rs6691170
MIA3	rs6691170
CHRM3	rs2078095
FMN2	rs2078095
LINC02774	rs201395236
ADSS2	rs201395236
CATSPERE	rs201395236
DESI2	rs201395236
EFCAB2	rs201395236
MIR1256	rs2807367
ECE1-AS1	rs2807367
NBPF3	rs2807367
RAP1GAP	rs2807367
CELA3B	rs34963268
CELA3A	rs34963268
LINC01635	rs34963268
LINC00339	rs34963268
WNT4	rs34963268
MIR4418	rs34963268
EPHA8	rs34963268
MIR6127	rs34963268
C1QA	rs34963268
C1QC	rs34963268
C1QB	rs34963268
MIR4684	rs34963268
MIR4253	rs34963268
LACTBL1	rs34963268
TEX46	rs34963268
KDM1A	rs34963268
MIR3115	rs34963268
MIR4255	rs61776719
LINC01137	rs61776719
ZC3H12A	rs61776719
MIR6732	rs61776719
MEAF6	rs61776719
MIR5581	rs61776719
DNALI1	rs61776719
GNL2	rs61776719
RSPO1	rs61776719
C1orf109	rs61776719
CDCA8	rs61776719
EPHA10	rs61776719
MANEAL	rs61776719
C1orf122	rs61776719
MTF1	rs61776719
SF3A3	rs61776719
FHL3	rs61776719
UTP11	rs61776719
POU3F1	rs61776719
MIR3659	rs61776719
LINC01343	rs61776719
LINC01685	rs61776719
LINC01771	rs12143541
SLC25A3P1	rs12143541
DMRTB1	rs12143541
YIPF1	rs12143541
DIO1	rs12143541
LRRC42	rs12143541
LDLRAD1	rs12143541
TMEM59	rs12143541
MIR4781	rs12143541
CDCP2	rs12143541
MRPL37	rs12143541
SSBP3-AS1	rs12143541
FAM151A	rs12143541
MROH7	rs12143541
TTC4	rs12143541
PARS2	rs12143541
TTC22	rs12143541
LEXM	rs12143541
DHCR24	rs12143541
TMEM61	rs12143541
BSND	rs12143541
PCSK9	rs12143541
LOC100507634	rs12143541
MIR4422HG	rs12143541
MIR4422	rs12143541
LINC01758	rs3124454
SRSF11	rs3124454
HHLA3	rs3124454
CTH	rs3124454
LINC01788	rs3124454
ZRANB2-AS1	rs3124454
ZRANB2	rs3124454
MIR186	rs3124454
NBPF6	rs6660031
FAM102B	rs6660031
HENMT1	rs6660031
PRPF38B	rs6660031
FNDC7	rs6660031
AKNAD1	rs6660031
SPATA42	rs6660031
CLCC1	rs6660031
TAF13	rs6660031
TMEM167B	rs6660031
SCARNA2	rs6660031
C1orf194	rs6660031
SARS1	rs6660031
CELSR2	rs6660031
PSRC1	rs6660031
SORT1	rs6660031
PSMA5	rs6660031
SYPL2	rs6660031
ATXN7L2	rs6660031
CYB561D1	rs6660031
AMIGO1	rs6660031
GPR61	rs6660031
MIR197	rs6660031
GNAT2	rs6660031
AMPD2	rs6660031
GSTM4	rs6660031
GSTM2	rs6660031
GSTM5	rs6660031
GSTM3	rs6660031
EPS8L3	rs6660031
CSF1	rs6660031
AHCYL1	rs6660031
STRIP1	rs6660031
ALX3	rs6660031
LINC01397	rs6660031
UBL4B	rs6660031
SLC6A17	rs6660031
LINC02586	rs6660031
DNM3OS	rs5028523
MIR214	rs5028523
MIR3120	rs5028523
MIR199A2	rs5028523
C1orf105	rs5028523
PIGC	rs5028523
SUCO	rs5028523
FASLG	rs5028523
TNFSF4	rs5028523
PRDX6	rs5028523
ANKRD45	rs5028523
TEX50	rs5028523
KLHL20	rs5028523
CENPL	rs5028523
GAS5-AS1	rs5028523
GAS5	rs5028523
SNORD81	rs5028523
SNORD47	rs5028523
SNORD80	rs5028523
SNORD79	rs5028523
SNORD78	rs5028523
SNORD44	rs5028523
SNORA103	rs5028523
SNORD77	rs5028523
SNORD76	rs5028523
SNORD75	rs5028523
SNORD74	rs5028523
ZBTB37	rs5028523
SERPINC1	rs5028523
GLUL	rs8179460
TEDDM1	rs8179460
LINC00272	rs8179460
RNASEL	rs8179460
RGS16	rs8179460
LINC01686	rs8179460
RGS8	rs8179460
LINC01688	rs8179460
NPL	rs8179460
LOC647070	rs8179460
SHCBP1L	rs8179460
LAMC2	rs8179460
SMG7-AS1	rs8179460
NCF2	rs8179460
ARPC5	rs8179460
APOBEC4	rs8179460
COLGALT2	rs8179460
KIF21B	rs12137232
ASCL5	rs12137232
TMEM9	rs12137232
PKP1	rs12137232
TNNT2	rs12137232
LAD1	rs12137232
TNNI1	rs12137232
PHLDA3	rs12137232
LOC107985246	rs12137232
RPS10P7	rs12137232
MIR5191	rs12137232
MIR1231	rs12137232
MIR6739	rs12137232
SHISA4	rs12137232
LMOD1	rs12137232
TIMM17A	rs12137232
SNORA70H	rs12137232
RNPEP	rs12137232
ELF3-AS1	rs12137232
MIR6740	rs12137232
GPR37L1	rs12137232
PTPN7	rs12137232
PTPRVP	rs12137232
UBE2T	rs12137232
PCAT6	rs12137232
MGAT4EP	rs12137232
LOC148709	rs12137232
RABIF	rs12137232
KLHL12	rs12137232
ADIPOR1	rs12137232
LINC00628	rs12078075
PPP1R15B	rs12078075
PIK3C2B	rs12078075
MDM4	rs12078075
CNTN2	rs12078075
TMEM81	rs12078075
RBBP5	rs12078075
TMCC2	rs12078075
NUAK2	rs12078075
KLHDC8A	rs12078075
LEMD1-AS1	rs12078075
BLACAT1	rs12078075
MIR135B	rs12078075
LEMD1-DT	rs12078075
CDK18	rs12078075
MFSD4A-AS1	rs12078075
MFSD4A	rs12078075
ELK4	rs12078075
SLC45A3	rs12078075
NUCKS1	rs12078075
RAB29	rs12078075
SLC41A1	rs12078075
PM20D1	rs12078075
